0.1355,0.1130,0.3676,0.1592
0.0955,0.1323,0.1901,0.1931
0.1026,0.3554,0.1512,0.2493
0.2504,0.0723,0.1299,0.0855
0.1350,0.0816,0.0912,0.1888
0.0222,0.0741,0.1435,0.1053
0.0565,0.3291,0.1241,0.3745
0.1227,0.3831,0.1279,0.2458
0.1004,0.0635,0.5179,0.8100
0.1799,0.0879,0.1969,0.0859
0.0447,0.2063,0.0474,0.0827
1.8513,1.9181,0.0813,0.2743
0.1430,0.1302,0.3566,0.2253
0.2192,0.1006,0.1594,0.0980
0.0694,0.0203,0.1948,0.1590
0.1917,0.3444,0.1203,0.2432
0.1665,0.1823,0.2545,0.2393
0.4398,0.2116,0.3437,0.4743
0.0519,0.1033,0.0691,0.1120
0.4462,0.1601,0.1219,0.1641
0.3299,0.1447,3.3697,3.1204
0.2783,0.1989,0.2127,0.2218
0.0572,0.3142,0.2910,0.1009
0.1239,0.1605,0.1083,0.2452
0.1642,1.2800,0.4458,1.2067
0.2608,0.1259,0.3241,0.2640
0.3015,0.0685,0.0815,0.0174
0.1226,0.1654,0.2503,0.3462
0.1048,0.1955,0.1683,0.1838
0.5508,0.6152,0.1734,0.1348
0.1409,0.0536,0.0654,0.0726
0.1173,0.0927,0.1065,0.0752
0.1947,0.2025,0.3614,0.1813
0.2277,0.1463,0.4726,0.3190
0.1440,0.2474,0.0871,0.2062
0.1160,0.1245,0.1925,0.2918
0.0833,0.1275,0.1097,0.0811
0.4927,0.2933,0.4471,0.0620
1.1642,0.1553,1.2971,0.3131
0.1791,0.0522,0.2758,0.1399
0.2125,0.0385,0.1180,0.0545
0.3241,0.0113,0.0160,0.1755
0.2416,0.3796,0.2947,0.1450
0.3403,0.1522,0.2540,0.0517
0.1991,0.1894,0.1372,0.1405
0.4998,0.0540,0.3895,0.2500
0.0966,0.1467,0.0736,0.2288
0.1829,0.1315,0.1463,0.0547
0.1572,0.0293,0.0404,0.2221
0.2389,0.0712,0.3165,0.2848
(0.5049,0.6406,0.5060,0.1555)
(0.2745,0.1003,0.0906,0.2450)
(0.1914,0.1232,0.1599,0.1304)
(0.0956,0.0364,0.2621,0.0736)
