0.2343,0.1583,0.1400,0.2264
0.2701,0.0644,0.4747,0.1787
0.1644,0.2643,0.3004,0.0937
0.2312,0.3594,0.5539,0.5379
0.0086,0.0890,0.4810,0.7837
2.2838,0.2262,1.4877,0.2161
0.1023,0.1601,0.4815,0.2258
0.0734,0.1778,0.0701,0.1160
0.0922,2.0339,0.0848,2.1737
0.2512,0.1424,0.2133,0.1732
0.0620,0.1647,0.1091,0.2971
0.5114,0.1920,0.1630,0.1946
0.1717,0.8749,0.0862,0.0626
0.0736,0.1612,0.0660,0.1701
0.1140,0.4159,0.1292,0.7067
0.2114,0.1878,0.4605,0.1511
0.3732,0.3699,0.0989,0.1347
0.0562,0.0657,1.5311,1.5571
0.5460,0.1884,0.4032,0.1209
0.1213,0.1258,0.4255,0.1125
0.4156,0.1715,0.2334,0.1216
0.1256,0.3260,0.2032,0.3995
0.4307,0.6412,0.1708,0.6320
0.2492,0.0997,0.1987,0.2385
0.3688,0.0699,0.1848,0.2860
0.1606,0.2299,0.0905,0.3588
0.1638,0.1289,0.3162,0.1621
0.2170,0.0882,0.3232,0.1527
0.0717,0.2117,0.1063,0.2215
0.3713,0.1052,0.1029,0.1614
0.2911,0.1003,0.1224,0.1471
0.0951,0.0188,0.3068,0.1455
0.1504,0.4696,0.1459,0.2276
0.4392,0.3922,0.0713,0.1667
0.3207,0.0363,0.1401,0.2801
0.3458,0.1606,0.1151,0.3504
0.2392,0.2614,0.1796,0.0671
0.1995,0.0720,0.1551,0.1181
0.0169,0.1917,0.3782,0.6279
0.1562,0.1063,0.1052,0.5045
0.1764,0.2289,0.1326,0.1273
0.0699,0.7152,0.3597,1.1422
0.2193,0.2668,0.3452,0.1130
0.1780,0.1452,0.4104,0.1601
