0.0716,0.2416,0.3217,0.0870
0.2867,0.3190,0.4274,0.3799
0.4951,0.1956,0.5523,0.1133
0.3059,0.4019,0.6368,0.1442
0.1997,0.1327,0.2125,0.3578
0.2309,0.4538,0.1051,0.2201
0.1251,0.2292,0.1188,0.4208
1.1242,0.0387,0.1053,1.3834
0.4311,0.7701,0.3819,0.0725
0.1952,0.2822,0.2095,0.1183
0.1270,0.0300,0.3944,0.1072
0.0459,0.0909,0.1731,0.0974
0.1902,0.2767,0.1099,0.1157
0.4181,0.7397,0.2681,0.1460
0.1336,0.0565,0.2887,0.2592
0.1603,0.5095,0.7150,0.5042
0.0765,0.3327,0.3338,0.4444
0.4273,0.3136,0.2018,0.2102
0.2907,0.2589,0.4254,0.0928
0.1184,0.0322,0.2790,0.3188
0.4805,0.7619,0.4406,0.1050
0.1793,0.1983,0.1965,0.6458
0.2166,0.1287,0.0518,0.3403
0.1190,0.0795,0.0566,0.4528
0.1692,0.1559,0.0773,0.1470
0.3158,0.2288,0.4672,0.0514
0.2519,0.2084,0.2506,0.2036
0.2401,0.1204,0.1510,0.0334
0.1963,0.1192,0.3491,0.0809
0.2702,0.1426,0.2177,0.1320
