0.1955,0.2065,0.1698,0.1711
0.0720,0.1914,0.2328,0.4534
0.0746,0.1325,0.3157,0.4251
0.1595,0.1556,0.1886,0.2591
0.1503,0.0811,0.0363,0.3359
0.1258,0.2163,0.4662,0.3771
0.1070,0.1227,0.2022,0.1139
0.1759,0.2400,0.1911,0.2639
0.0879,0.0783,0.2124,0.3427
0.0931,0.2127,0.0730,0.2115
0.1289,0.0874,0.1860,0.1266
0.1716,0.2013,0.2456,0.3771
0.1298,0.1571,0.4984,0.2758
0.0938,0.2136,1.0068,0.2947
0.2362,0.4635,0.7431,0.8873
0.2260,0.4192,0.1353,0.1942
0.0221,0.1791,0.1778,0.2194
0.2055,0.1456,0.4892,0.0985
0.1345,0.1616,0.3897,0.2862
0.0506,0.2034,0.2728,0.5777
0.1750,0.3028,0.1618,0.1931
0.1104,0.1481,0.1832,0.1416
0.1851,0.1130,0.1035,0.2323
0.1011,0.3528,0.2753,0.3729
0.1697,0.0864,0.4504,0.3620
0.1338,0.0983,0.0675,0.3856
0.1352,0.2637,0.4167,0.7698
0.1344,0.1465,0.1376,0.2685
0.0632,0.1327,0.2566,0.2569
0.1951,0.1374,0.1857,0.2631
0.1151,0.1577,0.2101,0.4546
0.1899,0.5664,0.0986,0.3532
0.2490,0.2730,0.1306,0.6065
0.1278,0.0866,0.2458,0.1557
0.0457,0.1137,0.4700,0.2428
0.3990,0.0415,0.5197,0.1453
0.0707,0.3532,0.1447,0.0390
0.0675,0.3226,0.1752,0.5086
0.1905,0.3492,0.2177,0.3055
0.1880,0.0948,0.1258,0.2283
