0.2176,0.2113,0.1705,0.3246
0.1300,0.1828,0.0295,0.1398
0.0635,0.2326,0.1669,0.1347
0.1029,0.1293,0.0939,0.1172
0.1005,0.1332,0.1392,0.0625
0.1017,0.2451,0.0740,0.1387
0.0680,0.0721,0.0581,0.0818
0.0824,0.2687,0.0723,0.2295
0.1431,0.1521,0.3989,0.1868
0.0563,0.1042,0.1172,0.1756
0.1261,0.0570,0.0432,0.1282
0.0223,0.2279,0.1707,0.0823
0.1122,0.1002,0.0184,0.1824
0.1251,0.0601,0.3184,0.3644
0.1299,0.0766,0.4258,0.1156
0.0969,0.1019,0.1251,0.0663
0.0942,0.1525,0.2518,0.4204
0.0821,0.2021,0.2024,0.1108
0.0829,0.1222,0.1453,0.1343
0.0550,0.1452,0.1626,0.3518
0.0348,0.1534,0.0700,0.3748
0.0812,0.2242,0.0240,0.4874
