0.1247,0.0471,0.0970,0.0819
0.0707,0.1130,0.0784,0.1962
0.1600,0.0359,0.1076,0.1152
0.0484,0.1058,0.1206,0.0689
0.6288,0.0636,0.5183,0.1289
0.1173,0.1775,0.0925,0.3693
0.0594,1.4933,1.6888,0.0449
0.2596,0.0816,0.0981,0.1590
0.0330,0.0951,0.0856,0.1668
0.1447,0.0956,0.1272,0.1910
0.1074,0.1211,0.0565,0.1634
0.1442,0.0534,0.1918,0.1236
0.0317,0.2178,0.0875,0.0494
0.1182,0.6130,0.0819,0.6293
0.2229,0.1606,0.1450,0.1321
0.1174,0.0349,0.0217,0.1338
0.1201,0.0634,0.0967,0.0587
0.1201,0.0634,0.0967,0.0587
0.0700,0.1080,0.1416,0.0528
0.0849,0.1698,0.0770,0.0974
0.1194,0.1277,0.1818,0.0622
0.1171,0.0393,0.2041,0.0108
0.0412,0.0837,0.1163,0.1874
0.1967,0.1152,0.1474,0.0598
0.1441,0.1884,0.1207,0.0368
0.2210,0.0645,0.1079,0.0588
0.1212,0.1330,0.2377,0.1285
0.3044,0.1125,0.2214,0.0207
