0.2535,0.3642,1.7097,0.6733
0.1882,0.4412,0.3548,0.5166
0.1548,0.5748,0.8511,0.4463
0.0666,0.5644,1.1444,0.5695
0.3214,0.5999,0.1391,1.4100
0.4155,0.5383,0.2723,0.5184
0.0732,0.7979,1.3041,0.1925
0.3053,0.9939,0.5156,0.2888
0.6821,0.3860,1.1174,0.4566
0.6948,0.4680,0.2827,0.7814
0.7396,0.5302,0.4648,0.7708
0.2017,0.8206,0.9488,1.0127
0.2650,0.6203,0.3546,0.8234
0.3493,0.2710,0.4258,1.3491
0.3791,0.5017,1.5984,0.7684
0.7555,0.4662,0.9246,0.7116
0.3080,0.2898,0.6269,1.7972
0.2401,0.4253,0.6329,0.5589
0.3265,0.3241,0.3638,0.5412
0.3749,0.5857,0.7367,0.1576
0.1127,0.6532,0.5035,1.3383
0.3817,0.2201,0.9505,0.8729
0.0807,0.1359,0.1933,0.5602
0.5739,0.8534,0.5039,0.1754
0.5780,1.1120,0.5999,0.4115
0.0610,0.4125,0.7149,1.6690
0.3464,0.6454,0.6725,1.4027
0.5222,0.3603,0.3652,1.3137
