0.0674,0.3929,0.2626,0.1389
0.0948,0.3817,0.1607,0.3350
0.1180,0.2355,1.4079,0.5858
0.3181,0.5173,0.3718,0.5591
0.0958,0.1155,0.3086,0.1938
0.4267,0.2122,0.3343,0.2038
0.0834,0.4676,0.3099,0.2658
0.3442,0.2489,1.4958,0.2428
0.3603,0.4535,0.2246,0.8794
0.3846,0.1511,0.0497,0.4287
0.1904,0.4939,0.5016,0.1033
0.3588,0.2385,0.8036,0.1773
0.1644,0.3747,0.5448,0.3352
0.2645,0.3161,0.4964,0.3775
0.1690,0.2449,0.8638,0.4008
0.3876,0.2851,0.0838,0.4028
0.1570,0.3095,0.4167,0.2729
0.0873,0.1285,0.3801,0.5471
0.2537,0.3151,0.6333,0.4643
