0.0136,0.0323,0.0572,0.0539
0.0330,0.1108,0.0910,0.0540
0.0281,0.1448,0.1642,0.0943
0.0487,0.0358,0.0499,0.1052
0.0042,0.0826,0.0492,0.1241
0.0802,0.0255,0.0504,0.0647
0.0219,0.0403,0.1422,0.0418
0.0298,0.0779,0.0512,0.1555
0.0685,0.0056,0.1399,0.0339
0.0581,0.0440,0.0212,0.0924
0.0642,0.0152,0.0530,0.1261
0.0614,0.0630,0.0814,0.0188
0.0565,0.0910,0.1664,0.0789
0.0871,0.0647,0.0921,0.0364
0.0373,0.0355,0.0354,0.2005
0.0651,0.0898,0.1033,0.0418
0.0627,0.0772,0.0993,0.1044
0.0802,0.0501,0.0928,0.1783
0.0177,0.0775,0.0444,0.0555
0.0546,0.1152,0.1798,0.0210
0.0516,0.0549,0.1044,0.1407
0.0969,0.0811,0.0887,0.0614
0.0274,0.0917,0.0242,0.0469
0.0361,0.0275,0.0913,0.1019
0.0642,0.0460,0.0820,0.1116
0.0211,0.0086,0.1398,0.1115
