0.6272,0.5075,0.5123,0.2592
0.3550,0.8850,0.9989,0.1889
0.1698,0.5016,1.1948,0.7409
0.4505,0.6747,0.3119,0.4240
0.6511,0.2816,0.2196,1.4149
0.3304,0.4444,0.6366,0.3111
0.2703,0.3936,1.5821,0.1363
0.3159,0.5299,0.2656,2.2386
0.5751,0.3147,0.6690,0.8409
0.6677,0.3735,1.0159,0.2985
0.0157,0.1836,0.6928,0.7373
0.4122,0.6434,0.2277,0.3980
0.1614,0.1192,0.8364,0.8484
0.2550,0.2737,0.5798,1.5002
0.5000,0.3909,0.2564,0.8226
0.2762,0.7871,0.3959,0.5125
0.4782,0.1174,0.5063,0.9285
0.4253,0.3146,1.9241,1.3388
