0.1995,0.2750,0.7992,0.1197
0.0388,0.1351,0.1372,0.1889
0.2181,0.1882,0.0959,0.2706
0.1181,0.1571,0.2048,0.1443
0.0857,0.1100,0.6674,0.2143
0.1412,0.0725,0.3142,0.5402
0.0517,0.2450,0.3448,0.4837
0.1308,0.1447,0.2256,0.3971
0.1475,0.3468,0.2592,0.1430
0.1694,0.3433,0.2129,0.3694
0.1562,0.2335,0.2684,0.4347
0.0808,0.3119,0.4422,0.1156
0.0720,0.2040,0.0459,0.3311
0.0990,0.2696,0.5565,0.5886
0.0729,0.1343,0.4605,0.0808
0.1108,0.0167,0.1097,0.4305
0.1828,0.1410,0.1433,0.1241
0.2110,0.2569,0.1152,0.2740
0.0654,0.1661,0.0330,0.3599
0.1341,0.1515,0.1046,0.2186
