0.2343,0.1583,0.1400,0.2264
0.2701,0.0644,0.4747,0.1787
0.1644,0.2643,0.3004,0.0937
0.2312,0.3594,0.5539,0.5379
0.0086,0.0890,0.4810,0.7837
2.2838,0.2262,1.4877,0.2161
0.1023,0.1601,0.4815,0.2258
0.0734,0.1778,0.0701,0.1160
0.0922,2.0339,0.0848,2.1737
0.2512,0.1424,0.2133,0.1732
0.0620,0.1647,0.1091,0.2971
0.5114,0.1920,0.1630,0.1946
0.1717,0.8749,0.0862,0.0626
0.0736,0.1612,0.0660,0.1701
0.1140,0.4159,0.1292,0.7067
0.2114,0.1878,0.4605,0.1511
0.3732,0.3699,0.0989,0.1347
0.0562,0.0657,1.5311,1.5571
0.5460,0.1884,0.4032,0.1209
0.1213,0.1258,0.4255,0.1125
0.4156,0.1715,0.2334,0.1216
0.1256,0.3260,0.2032,0.3995
0.4307,0.6412,0.1708,0.6320
0.2492,0.0997,0.1987,0.2385
0.3688,0.0699,0.1848,0.2860
0.1606,0.2299,0.0905,0.3588
0.1638,0.1289,0.3162,0.1621
0.2170,0.0882,0.3232,0.1527
0.0717,0.2117,0.1063,0.2215
0.3713,0.1052,0.1029,0.1614
0.2911,0.1003,0.1224,0.1471
0.0951,0.0188,0.3068,0.1455
0.1504,0.4696,0.1459,0.2276
0.4392,0.3922,0.0713,0.1667
0.3207,0.0363,0.1401,0.2801
0.3458,0.1606,0.1151,0.3504
0.2392,0.2614,0.1796,0.0671
0.1995,0.0720,0.1551,0.1181
0.0169,0.1917,0.3782,0.6279
0.1562,0.1063,0.1052,0.5045
0.1764,0.2289,0.1326,0.1273
0.0699,0.7152,0.3597,1.1422
0.2193,0.2668,0.3452,0.1130
0.1780,0.1452,0.4104,0.1601
0.0704,0.3057,0.4267,0.7043
0.1753,0.3284,0.2392,0.3950
0.1173,0.4346,0.2757,0.2116
0.2810,0.1590,0.1215,0.0795
0.1053,0.1439,0.1002,0.0722
1.2572,0.6913,0.2599,0.2746
0.3353,0.2920,0.1663,0.2368
0.0557,0.2915,0.0498,0.1225
0.0205,0.0884,0.3959,0.2789
0.0818,0.1238,0.2939,0.2072
0.2917,0.1395,0.1330,0.2161
0.4017,0.1988,0.0733,0.0987
0.1105,0.2304,0.2472,0.1376
0.1932,0.1180,0.1693,0.1518
0.3219,0.1584,0.2509,0.0527
0.4519,0.0936,0.1197,0.1790
0.2129,0.2063,0.1476,0.0858
0.1770,0.1925,0.1451,0.0964
0.4336,0.0331,0.1750,0.1852
0.4948,0.1123,0.2358,0.2334
0.4740,0.1115,0.3261,0.1091
0.2975,0.3694,0.0751,0.1862
0.1945,0.1323,0.2862,0.2629
0.3043,0.0600,0.1494,0.0506
0.4345,0.5606,0.4242,0.2570
0.1776,0.2752,0.1566,0.3521
0.8189,1.6796,0.6075,0.2286
0.2074,0.4383,0.2456,0.2011
0.0658,0.2277,0.1470,0.3019
0.1296,0.1760,0.1865,0.1033
0.1215,0.1114,0.2295,0.2644
0.4549,0.2635,0.4138,0.0244
0.1536,0.2444,0.2206,0.2883
