0.0232,0.0454,0.0475,0.0210
0.1142,0.0427,0.1401,0.0929
0.0472,0.1526,0.0688,0.2058
0.0614,0.0355,0.0778,0.0630
0.0335,0.0844,0.0610,0.0794
0.0684,0.0660,0.0623,0.0128
0.0680,0.0278,0.0234,0.0495
0.1266,1.2210,1.3024,0.0045
0.0160,0.0510,0.0513,0.0983
0.0645,0.0453,0.0881,0.0684
0.0571,0.0855,0.3588,0.0115
0.0502,0.1163,0.0366,0.0459
0.0498,0.0421,0.0240,0.0595
0.0414,0.0172,0.0387,0.0437
0.0442,0.0397,0.0529,0.0600
0.0341,0.0950,0.0605,0.0566
0.0473,0.0704,0.0802,0.0337
0.1116,0.0199,0.0944,0.0448
1.3666,0.0612,0.0516,1.3620
0.0594,0.0234,0.0566,0.0073
0.1187,0.0426,0.0330,0.0489
0.0150,0.0440,0.1230,0.0339
0.0801,0.1006,0.0716,0.0188
0.0519,0.0531,0.0168,0.1512
